crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type
BNR-MEDIATHEQUE BOURBOURG;59630;59094;FR011478;BOURBOURG;21590094500019;RUE JEAN VARLET;BOURBOURG;59094;59630;A;insee
BNR-MEDIATHEQUE DE BRAY-DUNES;59123;59107;FR010785;BRAY DUNES;21590107500014;Place de la Gare;BRAY DUNES;59107;59123;A;insee
BNR-MEDIATHEQUE DE GRAND-FORT-PHILIPPE;59153;59272;FR010788;GRAND FORT PHILIPPE;21590272700019;RUE MERLIN LAVALLEE;GRAND FORT PHILIPPE;59272;59153;A;insee
BNR-MEDIATHEQUE GRAVELINES;59820;59273;FR011273;Gravelines;21590273500012;15 RUE DE CALAIS;Gravelines;59273;59820;A;insee
BNR-MEDIATHEQUE NELSON MANDELA;59760;59271;FR010805;GRANDE SYNTHE;21590271900016;Place de l'Europe;GRANDE SYNTHE;59271;59760;A;insee
BNR-MEDIATHEQUE LEFFRINCKOUCKE;59495;59340;FR010789;LEFFRINCKOUCKE;21590340200018;330 RUE ROGER SALENGRO;LEFFRINCKOUCKE;59340;59495;A;insee
BNR-BIBLIOTHEQUE CAPPELLE;59180;59131;FR011020;CAPPELLE LA GRANDE;21590131500014;1 RUE DES ARTS;CAPPELLE LA GRANDE;59131;59180;A;insee
Résidence Autonomie Gabriel Mouilleron;54000;54395;SF000019;NANCY;22540001900785;137 rue Gabriel Mouilleron;NANCY;54395;54000;A;insee
Mediatheque de Nancy;54000;54395;SF000023;NANCY;21540395700016;10 RUE BARON LOUIS;NANCY;54395;54000;A;insee
MAIRIE DE JARVILLE;54140;54274;SF000985;JARVILLE LA MALGRANGE;21540274400019;25, rue de la République;JARVILLE LA MALGRANGE;54274;54140;A;insee
Centre Technique Municipal;44120;44215;FO004934;VERTOU;21440215800015;12 rue des entrepreneurs;VERTOU;44215;44120;A;insee
Police Municipale;44120;44215;FO004933;VERTOU;26440037500012;22 rue de l'Île de France;VERTOU;44215;44120;F;insee
Espace Beautour;44120;44215;FO005613;VERTOU;21440215800197;place de la Poste;VERTOU;44215;44120;A;insee
Groupe scolaire Henri Lesage - Elémentaire;44120;44215;FO005614;VERTOU;21440215800056;27 rue des Ecoles;VERTOU;44215;44120;A;insee
Groupe scolaire Les Treilles - Maternelle;44120;44215;FO005616;VERTOU;21440215800098;17 avenue de Morges;VERTOU;44215;44120;A;insee
Mairie Annexe Beaulieu;44000;44109;FO002463;NANTES;21440109300015;2 rue René Viviani;NANTES;44109;44000;A;insee
PALAIS DES SPORTS DE BEAULIEU;44000;44109;FO002474;NANTES;80317069500032;RUE ANDRÉ TARDIEU;NANTES;44109;44200;A;insee
PETITE ENFANCE;44000;44109;FO002485;NANTES;21440109301757;23B RUE DE STRASBOURG;NANTES;44109;44000;A;insee
CITE DES CONGRES;44000;44109;FO002519;NANTES;38105376800028;5 RUE DE VALMY;NANTES;44109;44000;A;insee
MAIRIE DE BOUGUENAIS;44340;44020;FO002522;BOUGUENAIS;21440020200013;1 RUE DE LA COMMUNE DE PARIS 1871;BOUGUENAIS;44020;44340;A;insee
NANTES METROPOLE SIEGE;44000;44109;FO002617;NANTES;24440040400129;2 COURS DU CHAMP DE MARS;NANTES;44109;44000;A;insee
MAIRIE DE REZE;44400;44143;FO002681;REZE;21440143200015;PLACE JEAN BAPTISTE DAVIAIS;REZE;44143;44400;A;insee
NANTES GESTION EQUIPEMENT - SIEGE;44000;44109;FO002787;NANTES;30812835400013;14 ET 16 RUE RACINE;NANTES;44109;44000;F;insee
MACHINES DE L'ILE;44000;44109;FR010258;NANTES;48241421600051;BD LÉON BUREAU;NANTES;44109;44200;A;insee
ESPACE CULTUREL ONYX;44800;44162;FO003518;SAINT HERBLAIN;21440162200474;1 PLACE OCÉANE;SAINT HERBLAIN;44162;44800;A;insee
CHRS;44000;44109;SF000080;NANTES;78835472800073;46 route de Rennes;NANTES;44109;44000;F;insee
Ecole Maurice Macé 1;44000;44109;SF000086;NANTES;21440109300528;27 rue du Pontereau;NANTES;44109;44300;A;insee
Pole Science Séquoia;44000;44109;SF000213;NANTES;21440109300841;1 rue Auguste Lepère;NANTES;44109;44100;A;insee
Restaurant Social Pierre Landais;44000;44109;SF000096;NANTES;26440039100571;16 rue Pierre Landais;NANTES;44109;44200;A;insee
Service Education (Secteur Centre Ouest Jean Zay);44000;44109;SF000098;NANTES;21440109300791;15 rue Yves Kartel;NANTES;44109;44100;A;insee
EHPAD Dervallières;44000;44109;SF000099;NANTES;78601200500017;Rue Ernest Meissonnier;NANTES;44109;44000;A;insee
Service Education (Secteur Est Urbain Le Verrier);44000;44109;SF000100;NANTES;21440109300866;11 rue Urbain le Verrier;NANTES;44109;44300;A;insee
MAIRIE ANNEXE DERVALLIERE;44000;44109;SF000201;NANTES;29440310000018;1 PLACE DES DERVALLIERES;NANTES;44109;44000;A;insee
Maison de Quartier des Confluences;44000;44109;SF000103;NANTES;21440109302151;4 place du Muguet Nantais;NANTES;44109;44200;A;insee
Sports Base Nautique;44240;44035;SF000104;CHAPELLE SUR ERDRE;21440109302227;Route de la Jonelière;CHAPELLE SUR ERDRE;44035;44240;A;insee
Maison de Quartier la Mano;44000;44109;SF000105;NANTES;45221378800030;3 rue Eugène Thomas;NANTES;44109;44300;A;insee
DDA Salle associative Gare de l'Etat;44000;44109;SF000107;NANTES;13000721400013;Place de l'Etat de la Gare;NANTES;44109;44200;A;insee
Ehpad Fonteny;44000;44109;SF000200;NANTES;26440039100399;27 rue de Fonteny;NANTES;44109;44100;A;insee
Crèche de la Bottière;44000;44109;SF000115;NANTES;21440109302292;56 rue de la Bottière;NANTES;44109;44300;A;insee
DPE-Multi-accueil Pilotière;44000;44109;SF000193;NANTES;21440109301559;31 Rue des Platanes;NANTES;44109;44300;A;insee
DPE-Crèche Michelet;44000;44109;SF000191;NANTES;21440109301542;12 boulevard Michelet;NANTES;44109;44300;A;insee
Centre Technique Saint Jean de Boiseau;44640;44166;SF000122;ST JEAN DE BOISEAU;21440166300015;rue de la Poterie;ST JEAN DE BOISEAU;44166;44640;A;insee
Tour de Bretagne local Semitan;44000;44109;SF000125;NANTES;75174798100015;Place de Bretagne;NANTES;44109;44000;A;insee
DPE-Crèche Manufacture;44000;44109;SF000190;NANTES;21440109301567;1 Cours Jules Durand;NANTES;44109;44000;A;insee
DPE-Multi-accueil Santos Dumont;44000;44109;SF000167;NANTES;21440109302052;7 Rue Santos Dumont;NANTES;44109;44300;A;insee
DPE-Multi-accueil Beaulieu;44000;44109;SF000168;NANTES;21440109302078;13 Rue Paul Nassivet;NANTES;44109;44200;A;insee
Admin Musée des Beaux Arts;44000;44109;SF000170;NANTES;20002361200019;104 rue Gambetta;NANTES;44109;44000;F;insee
DPE-Halte-garderie Chêne des Anglais;44000;44109;SF000196;NANTES;21440109301831;7 ter rue Jacques Cartier;NANTES;44109;44300;A;insee
DDA Désiré Colombe;44000;44109;SF000171;NANTES;35318713100019;Rue Désiré Colombe;NANTES;44109;44100;A;insee
DPE-Crèche Vanille chocolat;44000;44109;SF000192;NANTES;21440109301500;71 Route de la Chapelle-sur-Erdre;NANTES;44109;44300;A;insee
EHPAD Madeleine;44000;44109;SF000173;NANTES;26440039100464;1 rue des récollets;NANTES;44109;44200;A;insee
DDA Port Boyer;44000;44109;SF000176;NANTES;35251073900027;80 rue Port Boyer;NANTES;44109;44300;A;insee
DPE-Halte garderie Bout des Landes;44000;44109;SF000183;NANTES;21440109301815;12 rue de Concarneau;NANTES;44109;44300;A;insee
Clinique Jules Verne;44000;44109;SF000396;NANTES;44418268700327;2-4 Route de Paris;NANTES;44109;44300;A;insee
MAIRIE DE SAUTRON;44880;44194;SF000978;SAUTRON;21440194500016;14 Rue de la Vallée;SAUTRON;44194;44880;A;insee
MAIRIE LA CHAPELLE SUR ERDRE;44240;44035;SF000977;CHAPELLE SUR ERDRE;21440035000010;16 rue Olivier de Sesmaisons;CHAPELLE SUR ERDRE;44035;44240;A;insee
MAIRIE LES SORINIERES;44840;44198;SF000976;SORINIERES;21440198600010;49 Rue Georges Clemenceau;SORINIERES;44198;44840;A;insee
MAIRIE BASSE GOULAINE;44115;44009;SF000974;BASSE GOULAINE;21440009500011;25 rue de la Razée;BASSE GOULAINE;44009;44115;F;insee
MAIRIE DE MAUVES;44470;44094;SF000973;MAUVES SUR LOIRE;21440094700013;7 Rue du Carteron;MAUVES SUR LOIRE;44094;44470;A;insee
MAIRIE de LE PELLERIN;44640;44120;SF000971;PELLERIN;21440120000016;Rue du Dr-Gilbert-Sourdille;PELLERIN;44120;44640;A;insee
MAIRIE de BRAINS;44830;44024;SF000970;BRAINS;21440024400015;2 place de la Mairie;BRAINS;44024;44830;A;insee
MAIRIE de SAINT AIGNAN GRANDLIEU;44860;44150;SF000969;SAINT AIGNAN GRANDLIEU;21440150700014;41 rue des Freres Rousseau;SAINT AIGNAN GRANDLIEU;44150;44860;F;insee
MAIRIE DE COUERON;44220;44047;SF000968;COUERON;21440047500015;8 PLACE CHARLES DE GAULLE;COUERON;44047;44220;A;insee
MAIRIE de SAINT LEGER LES VIGNES;44710;44171;SF000967;SAINT LEGER LES VIGNES;21440171300018;16 rue de Nantes;SAINT LEGER LES VIGNES;44171;44710;A;insee
MAIRIE D INDRE;44610;44074;SF000966;INDRE;21440074900013;1 Avenue de la Loire;INDRE;44074;44610;A;insee
MAIRIE DE SAINTE LUCE SUR LOIRE;44980;44172;SF000965;SAINTE LUCE SUR LOIRE;21440172100011;Mail de l'Europe;SAINTE LUCE SUR LOIRE;44172;44980;A;insee
MAIRIE de BOUAYE;44830;44018;SF000964;BOUAYE;21440018600018;rue de Pornic;BOUAYE;44018;44830;A;insee
MAIRIE DE THOUARE;44470;44204;SF000961;THOUARE SUR LOIRE;21440204200110;6 Rue de Mauves;THOUARE SUR LOIRE;44204;44470;A;insee
Diagonale Sicoval;31670;31254;FO006731;LABEGE;24310063300011;Rue Marco Polo;LABEGE;31254;31670;F;insee
SICOVAL - BIOTECH;31670;31254;FO007562;LABEGE;44797821400016;PROLOGUE BIOTECH - RUE PIERRE ET MARIE CURIE;LABEGE;31254;31670;A;insee
Shelter;14800;14220;FO007725;TOUQUES;24140041500014;Route de honfleur ? la croix sonnet;TOUQUES;14220;14800;A;cp_only
Mairie de Deauville;14800;14220;FO005261;DEAUVILLE;21140220100019;20 rue robert Fossorier;DEAUVILLE;14220;14800;A;insee
OFFICE DU TOURISME DE DEAUVILLE;14800;14220;FO005264;DEAUVILLE;41055282200018;Résidence de l'Horloge, Quai de l'Impératrice Eugénie;DEAUVILLE;14220;14800;F;insee
Mairie de Villers sur mer;14640;14754;FO005286;VILLERS SUR MER;21140754900016;7 Rue du Général de Gaulle;VILLERS SUR MER;14754;14640;A;insee
PALEOSPACE;14640;14754;FO005287;VILLERS SUR MER;50916236800039;5 avenue Jean Moulin;VILLERS SUR MER;14754;14640;F;insee
Mairie de Trouville;14360;14715;FO006118;TROUVILLE SUR MER;21140715000013;BOULEVARD FERNAND MOUREAUX 14360 TROUVILLE SUR MER;TROUVILLE SUR MER;14715;14360;A;insee
Mairie de Blonville;14910;14079;FO006485;BLONVILLE SUR MER;21140079100011;CHEMIN DE LASSAY;BLONVILLE SUR MER;14079;14910;A;insee
FOURRIERES ANIMALE;14800;14699;FO007188;TOUQUES;78076944400024;Chemin du Calvaire;TOUQUES;14699;14800;A;insee
MAIRIE DE ST PIERRE AZIF;14950;14645;FO008328;ST PIERRE AZIF;21140645900019;LE BOURG;ST PIERRE AZIF;14645;14950;A;insee
MAIRIE DE BENERVILLE SUR MER;14910;14059;FO008325;BENERVILLE SUR MER;21140059300011;RUE DU RICOQUET;BENERVILLE SUR MER;14059;14910;A;insee
Lycée Francois 1er;77300;77186;FR005637;FONTAINEBLEAU;19770927200011;11 r Victor Hugo;FONTAINEBLEAU;77186;77300;A;insee
LYCEE TECHNOLOGIQUE AGRICOLE BOUGAINVILLIERS;77170;77053;FR005639;BRIE COMTE ROBERT;19771436300011;RD319;BRIE COMTE ROBERT;77053;77170;A;insee
Lycée Sonia Delaunay -Cesson;77240;77495;FR005742;CESSON;19772332300014;1 rue Aimé Césaire;CESSON;77495;77240;A;cp_only
Lycée agricole - Chailly en Brie;77120;77070;FR005713;CHAILLY EN BRIE;19771357100010;La Bretonnière;CHAILLY EN BRIE;77070;77120;A;insee
Lycée Blaise Pascal;77170;77053;FR005690;BRIE COMTE ROBERT;19772230900014;Allée du Commandant Guesnet;BRIE COMTE ROBERT;77053;77170;A;insee
Lycée Pierre Mendes France;77176;77445;FR005641;SAVIGNY LE TEMPLE;19772188900016;11 Avenue de l'Europe;SAVIGNY LE TEMPLE;77445;77176;A;insee
LYCEE PROFESSIONNEL BENJAMIN fRANKLIN;77000;77389;FR005634;ROCHETTE;19770943900016;Rue de la Forêt;ROCHETTE;77389;77000;A;insee
Lycée Jacques Prévert;77380;77122;FR005901;COMBS LA VILLE;52862934800012;7 Avenue Jean Jaurès;COMBS LA VILLE;77122;77380;A;insee
Lycée Flora Tristan;77130;77305;FR005640;MONTEREAU FAULT YONNE;19772312500013;12 Avenue du 8 Mai 1945;MONTEREAU FAULT YONNE;77305;77130;A;insee
Lycée le Champs de Claye;77410;77118;FR005692;CLAYE SOUILLY;19771995800021;71 Avenue Pasteur;CLAYE SOUILLY;77118;77410;A;insee
Lycée Etienne Bezout;77140;77333;FR005902;NEMOURS;51181102800014;29-31 Avenue Etienne Dailly;NEMOURS;77333;77140;A;insee
Lycée Gaston Bachelard - Chelles;77500;77108;FR005694;Chelles;19770922300014;32 av de l'Europe;Chelles;77108;77500;A;insee
Lycée de la Tour des Dames;77540;77393;FR005635;ROZAY EN BRIE;19772295200011;rue vilpré;ROZAY EN BRIE;77393;77540;A;insee
Lycée Du Gué à Tresmes;77440;77126;FR007287;CONGIS SUR THEROUANNE;19771658200014;Le Gué à Tresmes;CONGIS SUR THEROUANNE;77126;77440;A;insee
Lycée Camille Claudel;77340;77373;FR006991;PONTAULT COMBAULT;19772243200014;Place Anyama;PONTAULT COMBAULT;77373;77340;A;insee
Lycée Henri Moissan;77100;77284;FR006997;MEAUX;19770930600025;20 Cours de Verdun;MEAUX;77284;77100;A;insee
Lycée pierre de Coubertin;77100;77284;FR007289;MEAUX;19770931400011;chauss Paris;MEAUX;77284;77100;A;insee
Lycée Lino Ventura;77330;77350;FR006992;OZOIR LA FERRIERE;19772225900011;Avenue Marcel Pagnol;OZOIR LA FERRIERE;77350;77330;A;insee
Lycée Thibaut De Champagne;77160;77379;FR006995;PROVINS;19772437000014;3 Rue du Collège;PROVINS;77379;77160;A;insee
Lycée Galilée;77380;77122;FR007280;COMBS LA VILLE;19772127700014;Avenue André Malraux;COMBS LA VILLE;77122;77380;A;insee
Lycée Jehan De Chelles;77500;77108;FR007443;Chelles;19772276200014;47 Rue des Cités;Chelles;77108;77500;A;insee
Lycée Jean Vilar;77100;77284;FR007531;MEAUX;19772229100014;83 Avenue Salvador Allende;MEAUX;77284;77100;A;insee
Lycée Charles De Gaulle;77230;77259;FR007441;Longperrier;19772228300011;6 Place Jean Mermoz;Longperrier;77259;77230;A;insee
Lycée Louis Lumiere - Chelles;77500;77108;FR007671;Chelles;19771171600013;4 r Louis Lumière;Chelles;77108;77500;A;insee
Lycée La Fayette;77430;77079;FR007594;CHAMPAGNE SUR SEINE;19770920700017;Place des Célestins;CHAMPAGNE SUR SEINE;77079;77430;A;insee
LYCÉE SIMONE SIGNORET;77000;77487;FR007694;VAUX LE PENIL;19772310900017;Place du 14 Juillet;VAUX LE PENIL;77487;77000;A;insee
Lycée Henri Becquerel;77370;77327;FR007592;Nangis;19772277000017;1/3 Boulevard Henri Rouselle;Nangis;77327;77370;A;insee
Lycée André Malraux;77130;77305;FR007573;MONTEREAU FAULT YONNE;19770938900013;1 Avenue du Lycée;MONTEREAU FAULT YONNE;77305;77130;A;insee
Lycée Leonard De Vinci;77000;77288;FR007593;Melun;19770934800019;Rue Edouard Branly;Melun;77288;77000;A;insee
Lycée Jean Moulin;77200;77468;FR006968;TORCY;19772120200012;6-8 Avenue Jean Moulin;TORCY;77468;77200;A;insee
Lycée Joliot Curie;77190;77152;FR007279;DAMMARIE LES LYS;19771027000012;168 r Frédéric Joliot Curie;DAMMARIE LES LYS;77152;77190;A;insee
Lycée Charles Beaudelaire;77100;77284;FR007286;MEAUX;19771880200014;Boulevard du Chevalier Bayard;MEAUX;77284;77100;A;insee
Lycée Jacques Amyot;77000;77288;FR006990;Melun;19770933000017;6 bis, Rue Edmond Michelet;Melun;77288;77000;A;insee
Lycée de la Mare Carrée;77550;77296;FR006989;MOISSY CRAMAYEL;19772296000014;Rue du Lycée;MOISSY CRAMAYEL;77296;77550;A;insee
EREA Léopold Bellan;77260;77078;FR007670;CHAMIGNY;51170097300015;Domaine de l'Ange Gardin RN3;CHAMIGNY;77078;77260;A;insee
LYCEE FRANCOIS-COUPERIN;77300;77186;FR007446;FONTAINEBLEAU;19770926400018;Route Hurtault;FONTAINEBLEAU;77186;77300;A;insee
Lycée Jules Ferry;77120;77131;FR007481;Coulommiers;19770924900019;4 Rue Henri Dunant;Coulommiers;77131;77120;A;insee
Lycée Gustave Eiffel;77130;77482;FR007574;Varennes sur Seine;19770945400015;4 Avenue d'Ormes;Varennes sur Seine;77482;77130;A;insee
Lycée Antonin Careme;77176;77445;FR007447;SAVIGNY LE TEMPLE;19772244000017;27 Avenue de l'Europe;SAVIGNY LE TEMPLE;77445;77176;A;insee
Lycée Charles Le Chauve;77680;77390;FR007440;Roissy en Brie;19771763000010;4 Av Joseph de Boismortier;Roissy en Brie;77390;77680;A;insee
Lycée René Cassin;77186;77337;FR007530;NOISIEL;19771941200011;1 Avenue Pierre Mendes France;NOISIEL;77337;77186;F;insee
Lycée René Descartes;77420;77083;FR007444;CHAMPS SUR MARNE;19772223400014;4 Boulevard Copernic;CHAMPS SUR MARNE;77083;77420;A;insee
Lycée George Sand;77350;77285;FR007480;MEE SUR SEINE;19771663200017;200 Route de Corbeil;MEE SUR SEINE;77285;77350;A;insee
Lycée Honoré de Balzac;77290;77294;FR007442;MITRY MORY;19771996600016;RUE PAUL LANGEVIN;MITRY MORY;77294;77290;A;insee
Lycée Gérard De Nerval;77186;77337;FR007445;NOISIEL;19771940400018;89 Rue des Roches;NOISIEL;77337;77186;A;insee
Lycée Clément Ader;77220;77470;FR007605;TOURNAN EN BRIE;19772342200014;76 rue G. Clémenceau;TOURNAN EN BRIE;77470;77220;A;insee
LYCEE MARTIN LUTHER KING;77600;77058;FR008011;BUSSY SAINT GEORGES;19772292900019;21 Avenue du General de Gaulle;BUSSY SAINT GEORGES;77058;77600;A;insee
LYCEE POLYVALENT SAMUEL BECKETT;77260;77183;FR008428;FERTE SOUS JOUARRE;20000739100010;19 Rue du Lion;FERTE SOUS JOUARRE;77183;77260;A;insee
LYCEE POLYVALENT CHARLOTTE DELBO;77230;77153;FR008362;DAMMARTIN EN GOELE;20003781000013;2 AVENUE ROBERT BADINTER;DAMMARTIN EN GOELE;77153;77230;A;insee
Lycée Les Pannevelles;77160;77379;FR007995;PROVINS;19771336500017;Route Chalautres;PROVINS;77379;77160;A;insee
LYCEE POLYVALENT EMILIE DU CHATELET;77700;77449;FR007994;SERRIS;20000302800038;35 COURS DU DANUBE;SERRIS;77449;77700;A;insee
AUGUSTE PERDONNET;77400;77464;FR009932;THORIGNY SUR MARNE;19770944700019;;THORIGNY SUR MARNE;77464;77400;A;insee
LYCEE URUGUAY;77210;77014;FR009474;AVON;19770918100014;;AVON;77014;77210;A;insee
MCH - MAISON DE CHATEAUBRIAND;92290;92019;FR016699;CHATENAY MALABRY;33891395700027;87 rue Chateaubriand;CHATENAY MALABRY;92019;92290;A;insee
NFR - GARAGE DDE;92000;92050;FO005801;NANTERRE;22920050600611;32, rue Benoît Frachon;NANTERRE;92050;92000;A;insee
EDAS ANTONY;92160;92002;FR019589;ANTONY;26920023400012;83 RUE PROSPER LEGOUTE;ANTONY;92002;92160;A;insee
ATR - Pole Social asnières;92600;92004;FR028476;ASNIERES SUR SEINE;80474408400018;1 RUE TEDDY RINNER;ASNIERES SUR SEINE;92004;92600;A;insee
SBI - EDAS de Sèvres;92310;92072;FR028474;SEVRES;26920053100011;64 RUE DES BINELLES;SEVRES;92072;92310;A;insee
SLE - PMI Lecointre;92310;92072;FR028477;SEVRES;21920072200011;2 RUE LECOINTRE;SEVRES;92072;92310;A;insee
OBB - Espace Insertion BARBUSSE;92700;92025;FR028475;COLOMBES;21920025000013;10 AVE HENRI BARBUSSE;COLOMBES;92025;92700;A;insee
AOL POLE SOCIAL ANTONY;92160;92002;FR028478;ANTONY;21920002900011;3 Rue d'Olomouc / 1-3 Av Docteur Ténine;ANTONY;92002;92160;A;insee
Tronc de Collecte  BPE 10G CD92  IX2/PA4;93500;93055;CS000007;PANTIN;42984085300056;16 AVENUE DU GENERAL LECLERC;PANTIN;93055;93500;A;insee
SSJ - PARC DU PRE SAINT JEAN;92210;92064;FR032199;ST CLOUD;21920064900016;RN 185 de Paris à Versailles;ST CLOUD;92064;92210;A;insee
COLLEGE LE CHAMPIVERT - CROUY SUR OURCQ;77840;77148;FR003953;CROUY SUR OURCQ;19772246500014;PLACE DU CHAMPIVERT;CROUY SUR OURCQ;77148;77840;A;insee
COLLEGE JEAN JAURES - BROU SUR CHANTEREINE;77177;77055;FR003891;BROU SUR CHANTEREINE;19770005700015;47 AVENUE JEAN JAURES;BROU SUR CHANTEREINE;77055;77177;A;insee
COLLEGE RENE GOSCINNY - VAIRES SUR MARNE;77360;77479;FR003886;VAIRES SUR MARNE;19771177300014;13 RUE DE LA GRANDE FERME - BP 49;VAIRES SUR MARNE;77479;77360;A;insee
COLLEGE BEAU SOLEIL - CHELLES;77500;77108;FR003884;Chelles;19771766300011;15 AVENUE EMILE GUERRY;Chelles;77108;77500;A;insee
COLLEGE PIERRE WECZERKA - CHELLES;77500;77108;FR003769;Chelles;19771471000013;25 RUE LOUIS ETERLET;Chelles;77108;77500;A;insee
COLLEGE CAMILLE COROT- CHELLES;77500;77108;FR003765;Chelles;19770013100018;51 AVENUE DELAMBRE - B.P. N° 140;Chelles;77108;77500;A;insee
COLLEGE CONDORCET - PONTAULT COMBAULT;77340;77373;FR003157;PONTAULT COMBAULT;19771175700017;3 RUE DES TILLEULS - BP 114;PONTAULT COMBAULT;77373;77340;A;insee
COLLEGE JEAN BAPTISTE VERMAY - TOURNAN EN BRIE;77220;77470;FR003153;TOURNAN EN BRIE;19770051100011;1 Avenue du General de Gaulle;TOURNAN EN BRIE;77470;77220;A;insee
COLLEGE MARIA CALLAS - COURTRY;77181;77139;FR003127;COURTRY;19772396800016;92 RUE VAN DE  WYNGENE;COURTRY;77139;77181;A;insee
COLLEGE LES 4 ARPENTS - LAGNY SUR MARNE;77400;77243;FR003126;LAGNY SUR MARNE;19771768900016;7 ALLEE MALRAUX - BP150;LAGNY SUR MARNE;77243;77400;A;insee
COLLEGE EUROPE - DAMMARTIN EN GOELE;77230;77153;FR003124;DAMMARTIN EN GOELE;19772190500010;AVENUE DE L'EUROPE BP 30055;DAMMARTIN EN GOELE;77153;77230;A;insee
COLLEGE  ANNE FRANK - BUSSY ST GEORGES;77600;77058;FR003122;BUSSY SAINT GEORGES;19772413100010;14 BOULEVARD DES GENETS;BUSSY SAINT GEORGES;77058;77600;A;insee
COLLEGE HENRI DUNANT - MEAUX;77100;77284;FR003119;MEAUX;19771029600017;67 HENRI DUNANT;MEAUX;77284;77100;A;insee
COLLEGE LELORGNE DE SAVIGNY - PROVINS;77160;77379;FR002547;PROVINS;19771515400021;1 RUE DE SAVIGNY VILLE HAUTE;PROVINS;77379;77160;A;insee
COLLEGE LE VIEUX CHENE - CHESSY;77700;77111;FR003103;Chessy;20000962900011;1 CHEMIN DU BICHERET;Chessy;77111;77700;A;insee
COLLEGE JEAN JACQUES ROUSSEAU - OTHIS;77280;77349;FR002539;OTHIS;19771562600010;Route de Beaumarchais BP15;OTHIS;77349;77280;A;insee
COLLEGE ALBERT CAMUS - MEAUX;77100;77284;FR002538;MEAUX;19771172400017;RUE ALBERT CAMUS BP 593;MEAUX;77284;77100;A;insee
COLLEGE MARIE CURIE - PROVINS;77160;77379;FR002534;PROVINS;19772430500010;6 RUE JACQUES BEURDELEY;PROVINS;77379;77160;A;insee
COLLEGE BLANCHE DE CASTILLE - LA CHAPELLE LA REINE;77760;77088;FR003099;LA CHAPELLE LA REINE;19770009900025;49 RUE DU GENERAL DE GAULLE;LA CHAPELLE LA REINE;77088;77760;A;insee
COLLEGE ARTHUR RIMBAUD - NEMOURS;77140;77333;FR002533;NEMOURS;19771478500023;29 AVENUE ETIENNE DAILLY;NEMOURS;77333;77140;A;insee
COLLEGE LA PYRAMIDE- LIEUSAINT;77127;77251;FR002532;LIEUSAINT;19772429700019;2 AVENEUE DES PLATANES;LIEUSAINT;77251;77127;A;insee
COLLEGE MARCEL RIVIERE - LAGNY SUR MARNE;77400;77243;FR003071;LAGNY SUR MARNE;19770027100012;2 AVENUE BONNET;LAGNY SUR MARNE;77243;77400;A;insee
COLLEGE JEAN DE LA FONTAINE - LE MEE SUR SEINE;77350;77285;FR002529;MEE SUR SEINE;19772056800017;260 RUE DU PRE RIGOT;MEE SUR SEINE;77285;77350;A;insee
COLLEGE J.Y. COUSTEAU - BUSSY ST GEORGES;77600;77058;FR003051;BUSSY ST GEORGES;19772226700014;3 PLACE DU CLOS ST GEORGES;BUSSY ST GEORGES;77058;77600;A;insee
COLLEGE MARIE LAURENCIN- OZOIR LE FERRIERE;77330;77350;FR002528;OZOIR LA FERRIERE;19772293700012;4 Route de Roissy;OZOIR LA FERRIERE;77350;77330;A;insee
COLLEGE HENRI WALLON - SAVIGNY LE TEMPLE;77176;77445;FR003047;SAVIGNY LE TEMPLE;19771960200025;AVENUE DES REGALLES - BP 40;SAVIGNY LE TEMPLE;77445;77176;A;insee
COLLEGE ANCEAU DE GARLANDE - ROISSY EN BRIE;77680;77390;FR002527;Roissy en Brie;19771657400011;Avenue de la Malibran;Roissy en Brie;77390;77680;A;insee
COLLEGE LES REMPARTS - ROZAY EN BRIE;77540;77393;FR003038;ROZAY EN BRIE;19771514700017;7 BOULEVARD LAFAYETTE;ROZAY EN BRIE;77393;77540;A;insee
