crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type
DELOITTE;92800;92062;FR028623;PUTEAUX;57202804100430;Tour ERIA 5 Rue Bellini;PUTEAUX;92062;92800;A;insee
ANETT ET CIE;91700;91235;FR031821;Fleury-Mérogis;37975385800065;Rue Marie Marvingt;Fleury-Mérogis;91235;91700;A;insee
HOPITAL FRANCO-BRITANNIQUE;92300;92044;FR031943;Levallois-Perret;84805573700011;4 Rue Kléber;Levallois-Perret;92044;92300;A;insee
BAUDIN CHATEAUNEUF GENTILLY;94250;94037;FR032315;GENTILLY;08578053400088;17 Rue Lafouge;GENTILLY;94037;94250;A;insee
VMBUILDINGSOLUT;93100;93048;FR032508;MONTREUIL;50937838600064;Place Aimé Césaire;MONTREUIL;93048;93100;A;insee
SCM GIR CENTRE D'IMAGERIE;92100;92012;FR033723;Boulogne-Billancourt;33274958900013;105 Avenue Victor Hugo;Boulogne-Billancourt;92012;92100;F;insee
MOONGY (Agap2);92100;92012;FR033990;BOULOGNE BILLANCOURT;48840482300061;30 Cours de l'Ile Seguin, Tour Horizon - Jean Nouvel;BOULOGNE BILLANCOURT;92012;92100;F;insee
DECAPUB;93170;93006;FR034454;BAGNOLET;59206738300048;69 Avenue de la Dhuys;BAGNOLET;93006;93170;A;insee
BIDEL DEPANNAGE;93000;93008;FR035007;BOBIGNY;30636994300080;121 Rue Benoit Frachon;BOBIGNY;93008;93000;A;insee
HES VBGaz;94000;94028;FR039836;CRETEIL;33914326500041;1 Rue George Sand;CRETEIL;94028;94000;A;insee
HES SMEC;94100;94068;FR040663;ST MAUR DES FOSSES;38805445400029;16 AVENUE FRANCOIS ADAM;ST MAUR DES FOSSES;94068;94100;A;insee
GB FOODS;92100;92012;FR041481;Boulogne-Billancourt;39112837800059;892 Rue Yves Kermen;Boulogne-Billancourt;92012;92100;A;insee
DOCAPOSTE BPO IS;94200;94041;FR041601;Ivry-sur-Seine;39042645000297;3 allée de la seine;Ivry-sur-Seine;94041;94200;A;insee
Mondial Relay;94380;94011;FR042523;Bonneuil-sur-Marne;38521863100807;36 RUE DU MOULIN BATEAU;Bonneuil-sur-Marne;94011;94380;A;insee
ATELIER D'ARCHITECTURE MALISAN;91220;91103;AC002962;BRETIGNY SUR ORGE;40375027600020;33 Avenue de la Commune de Paris;BRETIGNY SUR ORGE;91103;91220;A;insee
SOFRADOM IVRY;94200;94041;AC003800;IVRY SUR SEINE;42495045900240;12 Avenue Maurice Thorez;IVRY SUR SEINE;94041;94200;A;insee
CLINIQUE FLOREAL;93170;93006;AC004812;BAGNOLET;34398868900018;40 rue Floréal;BAGNOLET;93006;93170;A;insee
SEKATOL;93240;93072;AC005188;STAINS;65203895100024;31 RUE VICTOR HUGO;STAINS;93072;93240;A;insee
EUROPOSE;93240;93072;AC005675;STAINS;41810936900045;12 Avenue de Stalingrad;STAINS;93072;93240;A;insee
EUROPE IMMO 93;93380;93059;AC006596;PIERREFITTE SUR SEINE;38050040500010;19 Rue de Paris;PIERREFITTE SUR SEINE;93059;93380;A;insee
EURASIE ET FRERE;93240;93072;AC006899;STAINS;34430332600054;1 rue du bois Moussay;STAINS;93072;93240;A;insee
FIMM;91600;91589;AC009415;Savigny-sur-Orge;38259599900022;4 Avenue du Garigliano;Savigny-sur-Orge;91589;91600;F;insee
BUROSPHERE;94000;94028;AC009513;CRETEIL;79038583500034;1 Rue Paul Sejourne;CRETEIL;94028;94000;A;insee
ALTERSMOKE;93240;93072;FR023657;STAINS;75305747000092;17 rue du Bois Moussay;STAINS;93072;93240;A;insee
2SAGE;93240;93072;AC010650;STAINS;84013986900027;13 RUE DU BOIS MOUSSAY;STAINS;93072;93240;A;insee
MAVICA;92240;92046;AC011311;MALAKOFF;48486686800017;9 Rue Béranger;MALAKOFF;92046;92240;A;insee
AUDIT BILAN ET STRATEGIE;93600;93005;AC011946;Aulnay-sous-Bois;41311718500038;48 Boulevard de Strasbourg;Aulnay-sous-Bois;93005;93600;A;insee
LES ATELIERS MONIQUE LABBE;94200;94041;AC012271;Ivry-sur-Seine;53799231500011;14 Promenee Superieure;Ivry-sur-Seine;94041;94200;A;insee
FIRM;92210;92064;FR027200;ST CLOUD;44411991100022;les Bureaux de la Colline 1 Rue Royale;ST CLOUD;92064;92210;A;insee
AVENIR AUTO SERVICE;93700;93029;AC016731;DRANCY;52535291000026;80 Rue Saint Stenay;DRANCY;93029;93700;A;insee
TRESCAL;94150;94065;FR021681;RUNGIS;56204705000322;26 Rue de Villeneuve;RUNGIS;94065;94150;F;insee
CNAM - CP-CRETEIL;94000;94028;FR028412;Créteil;32391414300132;93 Avenue du Général de Gaulle;Créteil;94028;94000;A;insee
CNAM - AG MAS92;92110;92024;FR029257;CLICHY;42386883500293;49bis Rue Klock;CLICHY;92024;92110;A;insee
Ambulance jussieu Versailles;78000;78646;FR032202;VERSAILLES;49310581100019;25 Rue Sainte Adélaide;VERSAILLES;78646;78000;A;insee
DIEHL METERING SAS Nanterre;92000;92050;FR033324;NANTERRE;41868267000033;56 Rue des Hautes Pâtures;NANTERRE;92050;92000;F;insee
Lycée Flora-Tristan;93160;93051;FR040890;Noisy-le-Grand;19931565600017;27 Rue des Hauts Roseaux;Noisy-le-Grand;93051;93160;A;insee
GRANDE CHANCELLERIE DE LA LEGION D'HONNEUR;93200;93066;FR041663;Saint-Denis;18000001000033;5 Rue de la Legion d'Honneur;Saint-Denis;93066;93200;A;insee
Bolloré Transport & Logistics Corporate;92800;92062;;PUTEAUX;79747625600012;31 Quai de Dion Bouton;PUTEAUX;92062;92800;F;insee
PREVOT CARTIER;93120;93027;AC002353;COURNEUVE;56208947400034;97 AVA JEAN MERMOZ;COURNEUVE;93027;93120;F;insee
SEIF INDUSTRIE;94500;94017;AC002524;CHAMPIGNY SUR MARNE;37865558300029;450, avenue du professeur Paul Milliez;CHAMPIGNY SUR MARNE;94017;94500;F;insee
ETANCHECO;94500;94017;AC002525;CHAMPIGNY SUR MARNE;42296795000029;296 RUE DU PROFESSEUR PAUL MILLIEZ;CHAMPIGNY SUR MARNE;94017;94500;A;insee
CO.SEF;91240;91570;AC002789;SAINT MICHEL SUR ORGE;45130353100029;42 Rue de la Noue Rousseau;SAINT MICHEL SUR ORGE;91570;91240;F;insee
PSM;91320;91689;AC004198;WISSOUS;81245147400025;33 Avenue Ampère;WISSOUS;91689;91320;F;insee
THOR INGENIERIE;94320;94073;FR019956;THIAIS;43782738900051;38 Avenue du Président Franklin Roosevelt;THIAIS;94073;94320;A;insee
RESIDENCES SERVICES ABBAYE MARNE;94380;94011;AC006353;BONNEUIL SUR MARNE;26940118800041;9 Avenue du Maréchal Leclerc;BONNEUIL SUR MARNE;94011;94380;A;insee
RESIDENCES SERVICES ABBAYE BORDS MARNE;94100;94068;AC006352;Saint-Maur-des-Fossés;26940118800025;3 Impasse de l'Abbaye;Saint-Maur-des-Fossés;94068;94100;A;insee
GROUPE IMAGE ET CONCEPT;94000;94028;AC006852;CRETEIL;44329957300032;4 rue du Commandant Paris;CRETEIL;94028;94000;A;insee
CLINIQUE MICHEL BARON;94000;94028;AC006832;CRETEIL;51063765500026;58 Rue Auguste Perret;CRETEIL;94028;94000;A;insee
HOTEL DES LYS;78000;78646;AC006851;VERSAILLES;70980491800015;16 Rue Richaud;VERSAILLES;78646;78000;F;insee
M.P.I;91220;91103;AC007359;BRETIGNY SUR ORGE;49017432300017;8 Rue du Languedoc;BRETIGNY SUR ORGE;91103;91220;F;insee
TOTAL GLOBAL SERVICES SAS;92000;92050;FR021034;NANTERRE;53168044500024;562 Avenue du Parc de l'Ile;NANTERRE;92050;92000;A;insee
LABEL PEINTURE;93300;93001;AC007542;AUBERVILLIERS;75345711800028;26 Boulevard Anatole France;AUBERVILLIERS;93001;93300;A;insee
MICEN VET;94000;94028;AC007556;CRETEIL;49264253300029;58 Rue Auguste Perret;CRETEIL;94028;94000;A;insee
ALINE CONSEIL;93230;93063;AC008011;ROMAINVILLE;75175619800014;200 AV GASTON ROUSSEL;ROMAINVILLE;93063;93230;A;insee
MOHAMED RACHED SELARL;95870;95063;AC008443;BEZONS;41799519800013;63 RUE EMILE ZOLA;BEZONS;95063;95870;F;insee
SCALP;93320;93057;FR022093;PAVILLONS SOUS BOIS;56211222700011;10 ALL DE BRUXELLES;PAVILLONS SOUS BOIS;93057;93320;A;insee
MC93;93000;93008;FR022621;BOBIGNY;30129225600049;9 Boulevard Lénine;BOBIGNY;93008;93000;A;insee
MANDAREN & CO;92230;92036;AC009670;GENNEVILLIERS;83063276600028;86 Avenue Louis Roche;GENNEVILLIERS;92036;92230;A;insee
STYLE DIRECT;93500;93055;AC010171;PANTIN;34484205900034;7 RUE MEHUL;PANTIN;93055;93500;F;insee
ARTEIS O2 ASNIERES;92600;92004;AC011142;Asnières-sur-Seine;52001670000046;14 RUE SARAH BERNHARDT;Asnières-sur-Seine;92004;92600;A;insee
STIPA;93100;93048;FR024325;MONTREUIL;56212839700048;10 Rue des Lilas;MONTREUIL;93048;93100;A;insee
DELOSTAL ET THIBAULT;92400;92026;FR024575;COURBEVOIE;32471891500030;54 Rue Lambrechts;COURBEVOIE;92026;92400;F;insee
CASANOVA;77420;77083;AC011502;CHAMPS SUR MARNE;44271422600028;65, Avenue du General de Gaulle;CHAMPS SUR MARNE;77083;77420;F;insee
RESADIA;93500;93055;FR024768;PANTIN;40232021200036;14 RUE SCANDICCI;PANTIN;93055;93500;A;insee
LYCEE SUGER;93200;93066;FR024833;ST DENIS;19932121700028;6 Avenue Leroy des Barres;ST DENIS;93066;93200;A;insee
OCHOA AUGER ASPROMONTE SCP;93000;93008;AC011295;BOBIGNY;75325128900017;77, Avenue Jean Jaures;BOBIGNY;93008;93000;A;insee
SOLUTION CORDE;94200;94041;AC011381;Ivry-sur-Seine;48970166400034;8 Rue Pierre Rigaud;Ivry-sur-Seine;94041;94200;A;insee
OPH AUBERVILLIERS;93300;93001;FR025093;AUBERVILLIERS;27930020600018;122 Rue André Karman;AUBERVILLIERS;93001;93300;A;insee
DEVEA;93240;93072;FR025373;STAINS;44852786100034;19-27 Rue des Huleux;STAINS;93072;93240;A;insee
AMA TRADUCTION;91220;91103;AC011869;Brétigny-sur-Orge;84349597900018;11 Chemin des Champcueils;Brétigny-sur-Orge;91103;91220;A;insee
MISSION MEEA;94500;94017;AC011924;Champigny-sur-Marne;81255486300017;685 Rue Marcel Paul;Champigny-sur-Marne;94017;94500;A;insee
J.P.M IMMO;94500;94017;AC011962;Champigny-sur-Marne;38046191300051;9 Rue Guittard;Champigny-sur-Marne;94017;94500;A;insee
BIO DOO;93240;93072;AC012257;STAINS;43134992700217;38 avenue du colonel Rol Tanguy;STAINS;93072;93240;A;insee
ALPHA SOFT;94310;94054;FR026608;ORLY;38465327500022;2 ALL DU LAC;ORLY;94054;94310;A;insee
ASSOCIATION POLE SANTE AVENIR;93700;93029;AC012760;DRANCY;83357585500014;60 rue Saint Stenay;DRANCY;93029;93700;A;insee
SGC SECURITE;93500;93055;AC012649;PANTIN;31578245800071;98 Avenue du Général Leclerc;PANTIN;93055;93500;A;insee
DUCATI WEST EUROPE;92700;92025;FR026761;COLOMBES;41471517700039;386 Rue d?Estienne d?Orves;COLOMBES;92025;92700;A;insee
CTRE INT BAGNOLET OEUVRES CHOREGRAPHIQUE;93170;93006;AC013140;BAGNOLET;33397711400045;96 bis, Rue Sadi Carnot;BAGNOLET;93006;93170;A;insee
D.S.SECURITE PRIVEE;92390;92078;FR027102;VILLENEUVE LA GARENNE;38832149900039;54 Av du Vieux Chemin de Saint Denis;VILLENEUVE LA GARENNE;92078;92390;A;insee
LYCEE POLYVALENT M. PERRET;94140;94002;FR027190;ALFORTVILLE;19940126600036;Place San Benedetto Del Tronto;ALFORTVILLE;94002;94140;A;insee
ARERAM;94200;94041;FR027987;Ivry-sur-Seine;77567825300169;9 Rue Maurice Grandcoing;Ivry-sur-Seine;94041;94200;A;insee
ARERAM;94000;94028;FR028021;CRETEIL;77567825300102;77 Boulevard Jean-Baptiste Oudry;CRETEIL;94028;94000;A;insee
ALFORT GPL;94600;94022;FR028272;CHOISY LE ROI;50936070700012;2 Rue de la Darse;CHOISY LE ROI;94022;94600;A;insee
CTRE COM ACTION SOCIALE SAINT MICHEL SUR ORGE;91240;91570;AC015819;ST MICHEL SUR ORGE;26910105100028;8 Rue des Grouettes;ST MICHEL SUR ORGE;91570;91240;F;insee
MEMMO IMMOBILIER;93300;93001;AC016522;AUBERVILLIERS;84115731600024;4, Rue du Landy;AUBERVILLIERS;93001;93300;A;insee
SPORT 2000 R;91600;91589;AC016608;SAVIGNY SUR ORGE;97020121600029;3, Avenue Évariste Gallois;SAVIGNY SUR ORGE;91589;91600;A;insee
AGI TM FRANCE SAS;94160;94067;AC016637;Saint-Mandé;44830544100025;5 Rue de l’Amiral Courbet;Saint-Mandé;94067;94160;F;insee
NMB BAT CHAMPIGNY SUR MARNE;94500;94017;AC017213;CHAMPIGNY SUR MARNE;83352277400029;2, Rue du Professeur Paul Milliez;CHAMPIGNY SUR MARNE;94017;94500;F;insee
S.A.V.G.I.;92200;92051;AC017482;NEUILLY SUR SEINE;31569611200020;1, Rue Devès;NEUILLY SUR SEINE;92051;92200;A;insee
ARERAM;94200;94041;FR031134;Ivry-sur-Seine;77567825300177;48 Rue Denis Papin;Ivry-sur-Seine;94041;94200;F;insee
GENITECH;95100;95018;AC017561;ARGENTEUIL;40344866500022;108, RUE HENRI BARBUSSE;ARGENTEUIL;95018;95100;F;insee
GROUPE SCOLAIRE DESNOS 1;91700;91235;AC017596;FLEURY MEROGIS;21910235700148;173 Rue Salvador Allende;FLEURY MEROGIS;91235;91700;A;insee
CHERQUI OPTIQUE;93240;93072;FR031493;STAINS;81414010900020;19, Avenue Nelson Mandela;STAINS;93072;93240;A;insee
SOCIETE INDUSTRIELLE D'EQUIPEMENT MODERNE SIDEME;92300;92044;FR031769;Levallois-Perret;72200595600023;71 Rue Paul Vaillant-couturier;Levallois-Perret;92044;92300;A;insee
UNDERSCOR;94000;94028;AC017877;CRETEIL;88918033700020;1 Rue Paul Sejourne;CRETEIL;94028;94000;A;insee
AXDIS;92110;92024;AC018192;CLICHY;42881889200047;151 BOULEVARD VICTOR HUGO;CLICHY;92024;92110;F;insee
BUILDERS AND PARTNERS;92310;92072;FR034761;Sèvres;52908018600032;5 Place du Marivel;Sèvres;92072;92310;F;insee
HOTEL DE BERNY;92160;92002;FR035427;ANTONY;49320563700025;129 Avenue Aristide Briand;ANTONY;92002;92160;A;insee
ESPERANCE HAUTS DE SEINE;92000;92050;AC018587;NANTERRE;33080312300034;171 Avenue Georges Clemenceau;NANTERRE;92050;92000;F;insee
TORDJMAN;93230;93063;FR038384;ROMAINVILLE;31783758100097;60 Rue Jean Lemoine;ROMAINVILLE;93063;93230;A;insee
Mairie de Rueil Malmaison-Centre de Loisirs des Gallicourts;92500;92063;FR039846;RUEIL MALMAISON;21920063100014;8 Rue du Commandant Jacquot;RUEIL MALMAISON;92063;92500;A;insee
CSE DASSAULT AVIATION SAINT CLOUD;92150;92073;AC019663;SURESNES;78545851400011;15 Rue de la République;SURESNES;92073;92150;A;insee
CATU;92220;92007;FR021105;BAGNEUX;55203582600023;10 avenue Jean Jaurès;BAGNEUX;92007;92220;A;insee
DURIEU BONDOUFLE;91070;91086;FR026109;BONDOUFLE;78516706500016;2 B RUE CHARLES DE GAULLE;BONDOUFLE;91086;91070;A;insee
TECHNIC FRANCE;93200;93066;AC005876;SAINT DENIS;30127281100037;15 RUE DE LA MONTJOIE;SAINT DENIS;93066;93210;A;insee
BONIN ATECMA;93110;93064;AC009157;ROSNY SOUS BOIS;70204179900058;87 Boulevard d'Alsace-lorraine;ROSNY SOUS BOIS;93064;93110;A;insee
BLB;91700;91549;FR023708;Sainte-Geneviève-des-Bois;48320564700033;4 RUE DE LA FOSSE AUX LEUX;Sainte-Geneviève-des-Bois;91549;91700;F;insee
BLB;92150;92073;AC010415;SURESNES;48320564700058;55 Rue de Verdun;SURESNES;92073;92150;A;insee
GD CONCEPT;94200;94041;AC011312;Ivry-sur-Seine;44960656500041;27 Rue Westermeyer;Ivry-sur-Seine;94041;94200;A;insee
HONGFA EUROPE GMBH;94150;94065;AC011789;RUNGIS;75245285400033;11 Rue de Villeneuve;RUNGIS;94065;94150;A;insee
MEAT TRADING COMPANY;94320;94073;AC011824;THIAIS;42415406000083;28 Rue du Travy;THIAIS;94073;94320;A;insee
CREPS D'ILE DE FRANCE;92290;92019;FR025695;Châtenay-Malabry;19921619300011;1 Rue du Docteur le Savoureux;Châtenay-Malabry;92019;92290;F;insee
MISSION LOCALE NORD ESSONNE;91260;91326;AC012384;Juvisy-sur-Orge;38857945000049;9 Rue du Docteur Vinot;Juvisy-sur-Orge;91326;91260;A;insee
PHARMACIE ROUSTAN;94140;94002;AC012506;ALFORTVILLE;34878622900024;106 Rue Véron;ALFORTVILLE;94002;94140;F;insee
DELTA MENUISERIE;94120;94033;FR026628;Fontenay-sous-Bois;49155701300027;18 Rue du Bois Galon;Fontenay-sous-Bois;94033;94120;A;insee
PHARE OUEST PRODUCTIONS;92100;92012;AC012875;Boulogne-Billancourt;44949116600061;66 Rue Escudier;Boulogne-Billancourt;92012;92100;A;insee
316 Colors;93380;93059;FR027177;PIERREFITTE SUR SEINE;81992011700036;3 RUE SEVERINE;PIERREFITTE SUR SEINE;93059;93380;A;insee
ACTU EYES - I2M OPTIQUE;93100;93048;AC015426;MONTREUIL;83901709200017;15 Rue des Lumières;MONTREUIL;93048;93100;A;insee
PSA RETAIL FRANCE SAS;92240;92046;FR028187;MALAKOFF;30247504102873;105 Boulevard Gabriel Péri;MALAKOFF;92046;92240;A;insee
TPG - TRANSPORT GAUTIER;92000;92050;AC015786;NANTERRE;37812605600027;27 Rue des Peupliers;NANTERRE;92050;92000;F;insee
EUROTAX;92800;92062;AC015905;PUTEAUX;33208921800058;13 RUE JEAN JAURES;PUTEAUX;92062;92800;F;insee
CERCLE OPTIQUE;92300;92044;AC016027;Levallois-Perret;51860005100024;53 Rue Aristide Briand;Levallois-Perret;92044;92300;F;insee
INCC GROUP;78000;78646;AC016221;VERSAILLES;37894480500043;85 Avenue de Saint-Cloud;VERSAILLES;78646;78000;F;insee
S.T.N.A.;92350;92060;AC016795;Le Plessis-Robinson;51896962100045;49 Avenue Raymond Croland;Le Plessis-Robinson;92060;92350;A;insee
Havas Voyages;92310;92072;AC016951;Sèvres;37753329403282;2 RUE TROYON;Sèvres;92072;92310;A;insee
Avenir Solutions Numériques;94000;94028;AC017349;Créteil;50440405400034;15 Rue le Corbusier;Créteil;94028;94000;A;insee
RENAULT RETAIL GROUP;93500;93055;AC017423;PANTIN;31221230100179;13 Avenue du Général Leclerc;PANTIN;93055;93500;A;insee
MARICHAL LOGITICS;93600;93005;FR031154;Aulnay-sous-Bois;44475761100041;1 Zone Industrielle Garonor;Aulnay-sous-Bois;93005;93600;A;insee
PHARMACIE HADDADI;94400;94081;AC017633;Vitry-sur-Seine;91237423800018;3 Rue Constant Coquelin;Vitry-sur-Seine;94081;94400;A;insee
PHARMACIE DU CHAPERON VERT;94110;94003;AC017949;ARCUEIL;51982910500039;8 RUE LOUNES MATOUB;ARCUEIL;94003;94110;A;insee
GROUPE VITAL;92200;92051;FR033127;Neuilly-sur-Seine;50976244900015;164 Avenue Charles de Gaulle;Neuilly-sur-Seine;92051;92200;A;insee
NAKAMA FIT;94200;94041;AC018616;Ivry-sur-Seine;83321958700015;3 ALLEE DE LA SEINE;Ivry-sur-Seine;94041;94200;A;insee
MAXIAM;93100;93048;FR038984;MONTREUIL;71206271000041;10 Rue des Fédérés;MONTREUIL;93048;93100;A;insee
RIPN Centre d'imagerie médicale de Saint Ouen;93400;93070;AC019307;Saint-Ouen-sur-Seine;47813594000037;7 Avenue Gabriel Péri;Saint-Ouen-sur-Seine;93070;93400;A;insee
LYCKA;94320;94073;FR039744;THIAIS;51469987500027;1 Contour Cial Regional Belle Epine;THIAIS;94073;94320;A;insee
Vivetic;93300;93001;FR040631;AUBERVILLIERS;41129490300041;127 Rue Charles Tillon;AUBERVILLIERS;93001;93300;A;insee
CSE THALES;92230;92036;AC019540;GENNEVILLIERS;90153541900013;4 avenue des Louvresses;GENNEVILLIERS;92036;92230;A;insee
AUDIT REVISION PATRIMOINE ETUDE GESTION;92500;92063;FR042040;Rueil-Malmaison;44469841900066;30 Rue Jacques Daguerre;Rueil-Malmaison;92063;92500;A;insee
APPROVISION LOTISS PAVILLONS;92160;92002;;ANTONY;69202458100013;16 Rue Victor Clement;ANTONY;92002;92160;A;insee
TECHNOLOGIE MEDICALE;93130;93053;FR011636;NOISY LE SEC;32034138100046;101 RUE PAUL VAILLANT COUTURIER;NOISY LE SEC;93053;93130;A;insee
LYCEE PAUL LANGEVIN STE GENEVIEVE DES BOIS;91700;91549;FR014090;SAINTE GENEVIEVE DES BOIS;19910869700012;20 RUE PAUL LANGEVIN;SAINTE GENEVIEVE DES BOIS;91549;91700;A;insee
RENAULT RETAIL GROUP FRESNES;94260;94034;FR019252;FRESNES;31221230100229;4 Avenue de Stalingrad;FRESNES;94034;94260;A;insee
DESAUTEL Paris Ouest;92230;92036;AC005690;GENNEVILLIERS;95550398200527;125, avenue Louis Roche;GENNEVILLIERS;92036;92230;A;insee
Exadis Gennevilliers;92230;92036;AC010701;GENNEVILLIERS;48832519200125;97 Rue du Moulin de Cage;GENNEVILLIERS;92036;92230;A;insee
INSTRUMENT ET TRAITEMENT ESSAIS SUR SITE;92500;92063;FR028054;RUEIL MALMAISON;32972739000166;1 Avenue Edouard Belin;RUEIL MALMAISON;92063;92500;F;insee
Laboratoire Dubar;92500;92063;FR028740;Rueil-Malmaison;40309320600056;97bis Avenue Albert 1er;Rueil-Malmaison;92063;92500;A;insee
BIO PARIS OUEST;95100;95018;FR028745;ARGENTEUIL;40309320600270;161 Rue Paul Vaillant Couturier;ARGENTEUIL;95018;95100;F;insee
Laboratoire Roubache;92250;92035;FR028741;La Garenne-Colombes;31657999400021;65 Boulevard de la République;La Garenne-Colombes;92035;92250;F;insee
Laboratoire Saab;92300;92044;FR028737;Levallois-Perret;40309320600122;2 Place du General Leclerc;Levallois-Perret;92044;92300;A;insee
Laboratoire de la clinique des Franciscaines;78000;78646;FR028738;VERSAILLES;81282282300017;7bis Rue de la Porte de Buc;VERSAILLES;78646;78000;A;insee
MASSOUTRE LOCATIONS- AVIS - WISSOUS;91320;91689;FR028815;WISSOUS;32445680500070;2 Rue du Vaulorin;WISSOUS;91689;91320;A;insee
AVIS LOCATION DE VOITURES Antony;92160;92002;FR029998;ANTONY;38106736200024;107 Avenue Aristide Briand;ANTONY;92002;92160;F;insee
CAP VI;92230;92036;FR034094;GENNEVILLIERS;31857056100130;16 Boulevard Galliéni;GENNEVILLIERS;92036;92230;A;insee
PW INTERNATIONAL;93160;93051;FR011673;NOISY LE GRAND;32919901200041;6 Rue du Ballon;NOISY LE GRAND;93051;93160;A;insee
H2MC;92100;92012;AC003206;BOULOGNE BILLANCOURT;53857113400013;55 rue de l'Est;BOULOGNE BILLANCOURT;92012;92100;F;insee
VITRONIC;94150;94065;FO006490;RUNGIS;83748102700014;21 rue du Jura;RUNGIS;94065;94150;A;insee
HEX-APPRO;93000;93008;FR025332;BOBIGNY;50156098100018;32 Rue Albert Einstein;BOBIGNY;93008;93000;F;insee
SCP LEMAIRE BOUSSARD BERNABE;94500;94017;FR018048;CHAMPIGNY SUR MARNE;78567946500027;17 Rue Georges Dimitrov;CHAMPIGNY SUR MARNE;94017;94500;A;insee
BERMUDES;94310;94054;FR019642;ORLY;32012883800051;8 RUE DES LANCES 94310 ORLY;ORLY;94054;94310;A;insee
ORBA INFORMATIQUE;93600;93005;AC006992;AULNAY SOUS BOIS;38255433500028;GARONOR - Tour G - 5eme etage;AULNAY SOUS BOIS;93005;93600;A;insee
DEGRISOL;94600;94022;AC010190;CHOISY LE ROI;42371803000020;2 Rue de la Darse;CHOISY LE ROI;94022;94600;A;insee
ALLIANCE AUTOMOTIVE PRECISIUM GROUPE;91700;91549;FR026445;STE GENEVIEVE DES BOIS;50896381600014;8 RUE DE LA FOSSE AU LEUX;STE GENEVIEVE DES BOIS;91549;91700;F;insee
JJC VERRIERES;91370;91645;AC002752;VERRIERES LE BUISSON;83058135100012;4bis rue des petits ruisseaux;VERRIERES LE BUISSON;91645;91370;A;insee
SAS DI MURRO;91370;91645;AC002870;VERRIERES LE BUISSON;81280078700010;27 rue des petits ruisseaux;VERRIERES LE BUISSON;91645;91370;F;insee
AFIMES;91370;91645;AC004199;VERRIERES LE BUISSON;30269535800051;12 bis, rue des Petits Ruisseaux;VERRIERES LE BUISSON;91645;91370;A;insee
EURALIS;94320;94073;FR017507;THIAIS;60165014600280;31 RUE DU TRAVY;THIAIS;94073;94320;A;insee
IMOPTEL - AXIANS FIBRE IDF;94200;94041;FR011337;IVRY SUR SEINE;51388220900051;102 - 104 AVENUE JEAN JAURES;IVRY SUR SEINE;94041;94200;A;insee
Actemium Paris Transport;92000;92050;FR013485;NANTERRE;44397582600126;;NANTERRE;92050;92000;F;insee
AUTOCHIM;91420;91432;AC002425;MORANGIS;32252289700048;9 Avenue des Froides Bouillies;MORANGIS;91432;91420;A;insee
VINCI Facilities Data Center & Télécom;92230;92036;FR017380;GENNEVILLIERS;69980260900072;99 AVENUE LOUIS ROCHE;GENNEVILLIERS;92036;92230;A;insee
CABINET ALTIUS;93700;93029;FR018620;DRANCY;31435796300029;42 Rue Marcellin Berthelot;DRANCY;93029;93700;A;insee
Axians Audiovisual Solutions Paris;93200;93066;FR019728;SAINT DENIS;38335532800055;84 Rue Charles Michels;SAINT DENIS;93066;93200;F;insee
CIGMA UF;93200;93066;AC010416;ST DENIS;53791575300033;14A rue Jules Saulnier;ST DENIS;93066;93200;F;insee
SIETRAM;93100;93048;AC010425;MONTREUIL;38751133000020;212 Boulevard de la Boissière;MONTREUIL;93048;93100;A;insee
B3TSI;94230;94016;FR026400;CACHAN;34284685400053;3 Rue de la Grange Ory;CACHAN;94016;94230;A;insee
FORTIL;92200;92051;AC012680;Neuilly-sur-Seine;88241486500023;20 Rue des Poissonniers;Neuilly-sur-Seine;92051;92200;F;insee
OMEXOM MAJOR PROJECTS;92500;92063;AC017307;RUEIL MALMAISON;42122257100091;20 Rue Jacques DAGUERRE;RUEIL MALMAISON;92063;92500;F;insee
ELIOVE;92130;92040;AC017960;ISSY LES MOULINEAUX;53525894100033;21 RUE CAMILLE DESMOULINS;ISSY LES MOULINEAUX;92040;92130;F;insee
FEDERATION SUD RAIL;93200;93066;FR012682;SAINT DENIS;44466330600025;17 boulevard de la libération;SAINT DENIS;93066;93200;A;insee
SVR GROUP;91220;91494;FR023574;PLESSIS PATE;43963919600013;2 RUE DE LA MARE A BLOT - 1E ETAGE;PLESSIS PATE;91494;91220;A;insee
SKIPPER LOGISTIQUE ILE DE FRANCE- BRETIGNY;91220;91494;FR026304;BRETIGNY SUR ORGE;80369344900024;90 Avenue de la Commune de Paris;BRETIGNY SUR ORGE;91494;91220;F;cp_only
KOESIO IDF ILE DE France NANTERRE;92000;92050;FR028579;NANTERRE;34202180500276;29 Rue des Hautes Pâtures;NANTERRE;92050;92000;A;insee
Koesio IDF Villiers-Sur-Marne;94350;94079;FR028580;Villiers-sur-Marne;34202180500243;9 Boulevard Georges Méliès;Villiers-sur-Marne;94079;94350;F;insee
